task_index	comparison_id	source_paf	output_paf	cell_id	scaffold_jump	min_aln_length	scoring	num_mappings	scaffold_mass	overlap	command
71	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l1000.log_length_ani.1to1.m10k.paf.gz	j0.l1000.log_length_ani.1to1.m10k	0	1000	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 0 --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
72	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l1000.log_length_ani.4tomany.m10k.paf.gz	j0.l1000.log_length_ani.4tomany.m10k	0	1000	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 0 --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
73	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l5000.ani.1to1.m10k.paf.gz	j0.l5000.ani.1to1.m10k	0	5000	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 0 --scaffold-mass 10k --scoring ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
74	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l5000.ani.4tomany.m10k.paf.gz	j0.l5000.ani.4tomany.m10k	0	5000	ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 0 --scaffold-mass 10k --scoring ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
75	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l5000.log_length_ani.1to1.m10k.paf.gz	j0.l5000.log_length_ani.1to1.m10k	0	5000	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 0 --scaffold-mass 10k --scoring log-length-ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
76	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l5000.log_length_ani.4tomany.m10k.paf.gz	j0.l5000.log_length_ani.4tomany.m10k	0	5000	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 0 --scaffold-mass 10k --scoring log-length-ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
77	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l10000.ani.1to1.m10k.paf.gz	j0.l10000.ani.1to1.m10k	0	10000	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 0 --scaffold-mass 10k --scoring ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
78	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l10000.ani.4tomany.m10k.paf.gz	j0.l10000.ani.4tomany.m10k	0	10000	ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 0 --scaffold-mass 10k --scoring ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
79	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l10000.log_length_ani.1to1.m10k.paf.gz	j0.l10000.log_length_ani.1to1.m10k	0	10000	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 0 --scaffold-mass 10k --scoring log-length-ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
80	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j0.l10000.log_length_ani.4tomany.m10k.paf.gz	j0.l10000.log_length_ani.4tomany.m10k	0	10000	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 0 --scaffold-mass 10k --scoring log-length-ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
81	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.ldefault.ani.1to1.m10k.paf.gz	j10k.ldefault.ani.1to1.m10k	10k	default	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
82	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.ldefault.ani.4tomany.m10k.paf.gz	j10k.ldefault.ani.4tomany.m10k	10k	default	ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
83	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.ldefault.log_length_ani.1to1.m10k.paf.gz	j10k.ldefault.log_length_ani.1to1.m10k	10k	default	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
84	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.ldefault.log_length_ani.4tomany.m10k.paf.gz	j10k.ldefault.log_length_ani.4tomany.m10k	10k	default	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
85	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l1000.ani.1to1.m10k.paf.gz	j10k.l1000.ani.1to1.m10k	10k	1000	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
86	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l1000.ani.4tomany.m10k.paf.gz	j10k.l1000.ani.4tomany.m10k	10k	1000	ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
87	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l1000.log_length_ani.1to1.m10k.paf.gz	j10k.l1000.log_length_ani.1to1.m10k	10k	1000	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
88	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l1000.log_length_ani.4tomany.m10k.paf.gz	j10k.l1000.log_length_ani.4tomany.m10k	10k	1000	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
89	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l5000.ani.1to1.m10k.paf.gz	j10k.l5000.ani.1to1.m10k	10k	5000	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
90	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l5000.ani.4tomany.m10k.paf.gz	j10k.l5000.ani.4tomany.m10k	10k	5000	ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
91	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l5000.log_length_ani.1to1.m10k.paf.gz	j10k.l5000.log_length_ani.1to1.m10k	10k	5000	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
92	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l5000.log_length_ani.4tomany.m10k.paf.gz	j10k.l5000.log_length_ani.4tomany.m10k	10k	5000	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
93	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l10000.ani.1to1.m10k.paf.gz	j10k.l10000.ani.1to1.m10k	10k	10000	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
94	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l10000.ani.4tomany.m10k.paf.gz	j10k.l10000.ani.4tomany.m10k	10k	10000	ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
95	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l10000.log_length_ani.1to1.m10k.paf.gz	j10k.l10000.log_length_ani.1to1.m10k	10k	10000	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
96	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j10k.l10000.log_length_ani.4tomany.m10k.paf.gz	j10k.l10000.log_length_ani.4tomany.m10k	10k	10000	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
97	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.ldefault.ani.1to1.m10k.paf.gz	j20k.ldefault.ani.1to1.m10k	20k	default	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
98	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.ldefault.ani.4tomany.m10k.paf.gz	j20k.ldefault.ani.4tomany.m10k	20k	default	ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 20k --scaffold-mass 10k --scoring ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
99	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.ldefault.log_length_ani.1to1.m10k.paf.gz	j20k.ldefault.log_length_ani.1to1.m10k	20k	default	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring log-length-ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
100	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.ldefault.log_length_ani.4tomany.m10k.paf.gz	j20k.ldefault.log_length_ani.4tomany.m10k	20k	default	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 20k --scaffold-mass 10k --scoring log-length-ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
101	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.l1000.ani.1to1.m10k.paf.gz	j20k.l1000.ani.1to1.m10k	20k	1000	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
102	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.l1000.ani.4tomany.m10k.paf.gz	j20k.l1000.ani.4tomany.m10k	20k	1000	ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 20k --scaffold-mass 10k --scoring ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
103	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.l1000.log_length_ani.1to1.m10k.paf.gz	j20k.l1000.log_length_ani.1to1.m10k	20k	1000	log-length-ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
104	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.l1000.log_length_ani.4tomany.m10k.paf.gz	j20k.l1000.log_length_ani.4tomany.m10k	20k	1000	log-length-ani	4:many	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 20k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
105	PAN028mat_vs_PAN027_joint	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN028mat_vs_PAN027_joint.j20k.l5000.ani.1to1.m10k.paf.gz	j20k.l5000.ani.1to1.m10k	20k	5000	ani	1:1	10k	default	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
